Year,Job_Title,Salary_USD,Industry,Location,Experience_Level,AI_Adoption_Level,Required_Skills,Job_Openings,Remote_Work,Growth_Rate,Company_Size,Job_Type,Gender_Diversity_Index,Hiring_Frequency,Skill_Complexity
2016,AI Engineer,118270,Education,San Francisco,Junior,High,"Python, SQL, Stats, TensorFlow, PyTorch",355,No,9.9,Medium (50-500 employees),Part-time,0.96,High,High
2016,Salesforce Developer,143793,Manufacturing,Boston,Mid,Low,"Sales, CRM",494,Hybrid,3.8,Large (>500 employees),Internship,0.66,Medium,Medium
2011,DL Engineer,125887,Manufacturing,Miami,Senior,High,"AI, Research, TensorFlow, PyTorch",440,No,7.2,Small (<50 employees),Contract,0.46,High,High
2024,Salesforce Administrator,86750,Research,Houston,Mid,High,"Python, SQL, Stats",53,Yes,2.3,Small (<50 employees),Internship,0.86,High,Medium
2014,Salesforce Developer,94766,Finance,Austin,Mid,Low,"Python, ML, AI",351,No,21.8,Large (>500 employees),Contract,0.73,Medium,Medium
2011,Data Scientist,146797,Technology,San Francisco,Junior,Low,"Sales, CRM",80,Hybrid,17.8,Medium (50-500 employees),Full-time,0.29,High,Medium
2016,Data Scientist,73287,Healthcare,Miami,Junior,Low,"Python, ML, AI",394,No,12.7,Medium (50-500 employees),Full-time,0.76,High,Low
2021,DL Engineer,140613,Education,Miami,Junior,Low,"AI, Research, TensorFlow, PyTorch",324,Hybrid,15.9,Medium (50-500 employees),Full-time,0.11,High,Medium
2012,Salesforce Consultant,115401,Education,San Jose,Junior,Low,"Sales, CRM",134,No,10.3,Small (<50 employees),Contract,0.2,High,Medium
2013,AI Researcher,78290,Finance,San Jose,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",211,Yes,19.2,Small (<50 employees),Internship,0.93,Medium,High
2011,Salesforce Administrator,127825,Manufacturing,Houston,Mid,Medium,"Python, ML, AI",311,Yes,20.5,Small (<50 employees),Contract,0.73,Medium,Low
2020,Salesforce Administrator,125269,Technology,Miami,Junior,Low,"AI, Research",210,Yes,17.9,Small (<50 employees),Internship,0.76,Medium,High
2024,AI Engineer,127924,Research,San Francisco,Mid,Medium,"AI, Research, TensorFlow, PyTorch",131,Yes,11.0,Small (<50 employees),Full-time,0.39,Low,Medium
2016,Data Scientist,148289,Manufacturing,Chicago,Junior,Low,"AI, Research",115,Yes,15.3,Medium (50-500 employees),Contract,0.87,High,Low
2011,DL Engineer,114274,Technology,Houston,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",240,Hybrid,3.5,Medium (50-500 employees),Contract,1.0,Low,Medium
2018,Salesforce Administrator,99687,Research,San Jose,Junior,Low,"Python, ML, AI",391,No,17.3,Large (>500 employees),Contract,0.28,High,Low
2015,AI Researcher,85371,Manufacturing,San Jose,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",268,No,20.0,Small (<50 employees),Internship,0.94,Medium,High
2020,Salesforce Developer,74494,Research,New York,Mid,Medium,"Python, ML, AI",146,No,9.8,Small (<50 employees),Full-time,0.22,Low,High
2022,ML Engineer,137485,Healthcare,Houston,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",275,Hybrid,15.4,Medium (50-500 employees),Part-time,0.27,High,Low
2024,Data Scientist,72045,Retail,Boston,Junior,High,"Python, ML, AI",72,Hybrid,10.7,Large (>500 employees),Part-time,0.26,Low,Medium
2020,DL Engineer,62618,Technology,Houston,Junior,High,"Sales, CRM, TensorFlow, PyTorch",461,Hybrid,24.3,Medium (50-500 employees),Contract,0.91,High,High
2019,Data Scientist,64800,Finance,Boston,Mid,High,"Python, ML, AI",426,Hybrid,10.4,Medium (50-500 employees),Part-time,0.28,Medium,Medium
2024,Salesforce Administrator,97041,Finance,Seattle,Mid,Low,"Python, ML, AI",96,No,7.8,Medium (50-500 employees),Part-time,0.88,Medium,Medium
2015,Data Scientist,136935,Finance,San Jose,Mid,Low,"Python, SQL, Stats",293,Hybrid,15.5,Small (<50 employees),Full-time,0.76,High,Medium
2016,Data Scientist,85574,Healthcare,Boston,Junior,Low,"Sales, CRM",205,No,24.2,Medium (50-500 employees),Full-time,0.69,High,Low
2016,DL Engineer,88603,Education,Boston,Senior,Medium,"AI, Research, TensorFlow, PyTorch",260,Yes,6.2,Medium (50-500 employees),Contract,0.32,High,Low
2017,ML Engineer,87718,Education,Austin,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",411,Hybrid,24.1,Small (<50 employees),Internship,0.33,High,Low
2020,Data Scientist,102749,Manufacturing,New York,Junior,Low,"Python, SQL, Stats",181,Yes,9.5,Large (>500 employees),Part-time,0.24,High,Low
2020,AI Researcher,132505,Education,New York,Mid,Low,"AI, Research, TensorFlow, PyTorch",444,No,14.3,Large (>500 employees),Contract,0.82,Medium,Low
2014,Data Scientist,68816,Finance,Miami,Senior,High,"AI, Research",366,Hybrid,24.0,Small (<50 employees),Full-time,0.37,High,Low
2014,Data Scientist,104715,Healthcare,Austin,Senior,Medium,"Sales, CRM",214,Hybrid,11.0,Small (<50 employees),Part-time,0.77,High,High
2013,Salesforce Consultant,127121,Research,Miami,Mid,Low,"Python, SQL, Stats",324,No,20.1,Large (>500 employees),Part-time,0.58,Low,High
2014,AI Engineer,66080,Retail,Miami,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",332,No,12.0,Small (<50 employees),Contract,0.73,High,Medium
2016,ML Engineer,79774,Manufacturing,Seattle,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",73,Hybrid,15.4,Large (>500 employees),Internship,0.66,Low,High
2016,Salesforce Developer,146235,Healthcare,Chicago,Senior,Low,"Python, ML, AI",393,Hybrid,10.1,Small (<50 employees),Contract,0.85,Low,Medium
2011,AI Engineer,64283,Research,New York,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",458,Yes,15.9,Medium (50-500 employees),Part-time,0.12,Low,High
2019,Salesforce Consultant,75984,Healthcare,Austin,Senior,High,"AI, Research",217,Hybrid,11.5,Medium (50-500 employees),Internship,0.71,Medium,Low
2011,Salesforce Administrator,83921,Healthcare,New York,Senior,Medium,"AI, Research",441,Hybrid,23.2,Medium (50-500 employees),Contract,0.49,Low,Medium
2022,AI Researcher,64349,Finance,New York,Junior,High,"Sales, CRM, TensorFlow, PyTorch",282,Yes,10.6,Medium (50-500 employees),Internship,0.84,High,Low
2022,Data Scientist,90785,Technology,Houston,Junior,Low,"Sales, CRM",372,No,2.2,Medium (50-500 employees),Contract,0.19,Medium,High
2012,Data Scientist,132258,Education,Austin,Junior,High,"Python, ML, AI",354,No,6.3,Small (<50 employees),Part-time,0.6,High,Medium
2012,Data Scientist,129101,Retail,Miami,Senior,High,"Python, SQL, Stats",135,Yes,20.9,Small (<50 employees),Full-time,0.19,High,Medium
2015,Salesforce Consultant,114153,Technology,New York,Senior,High,"Python, SQL, Stats",283,Yes,19.9,Medium (50-500 employees),Internship,0.71,High,High
2012,Data Scientist,127724,Retail,New York,Junior,High,"Sales, CRM",500,No,7.0,Medium (50-500 employees),Part-time,0.21,High,Medium
2023,AI Researcher,69423,Retail,Houston,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",75,Hybrid,12.6,Large (>500 employees),Internship,0.94,Medium,Low
2010,AI Researcher,138522,Healthcare,San Francisco,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",243,Yes,18.5,Medium (50-500 employees),Full-time,0.57,Medium,Low
2024,Data Scientist,131742,Retail,Boston,Mid,Low,"Python, ML, AI",462,Yes,21.1,Medium (50-500 employees),Internship,0.93,High,High
2012,Data Scientist,95823,Healthcare,San Francisco,Mid,High,"Python, ML, AI",471,Yes,10.4,Medium (50-500 employees),Contract,0.2,High,Low
2016,Data Scientist,142450,Finance,New York,Mid,Medium,"Sales, CRM",163,Yes,10.7,Large (>500 employees),Contract,0.12,High,Medium
2013,AI Engineer,113281,Retail,San Francisco,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",285,No,21.8,Large (>500 employees),Internship,0.41,High,Medium
2015,ML Engineer,81379,Manufacturing,Austin,Mid,High,"Sales, CRM, TensorFlow, PyTorch",123,Hybrid,1.9,Large (>500 employees),Part-time,0.26,Medium,Medium
2015,Data Scientist,82138,Technology,Houston,Senior,High,"AI, Research",219,Hybrid,11.2,Large (>500 employees),Full-time,0.6,Low,Medium
2012,Data Scientist,128962,Research,San Jose,Junior,Medium,"Sales, CRM",347,No,13.9,Small (<50 employees),Internship,0.53,Medium,High
2019,Salesforce Consultant,138283,Retail,Boston,Mid,Medium,"Sales, CRM",203,Yes,19.1,Small (<50 employees),Part-time,0.97,High,High
2010,Salesforce Administrator,96855,Manufacturing,Miami,Mid,Low,"AI, Research",104,Hybrid,10.0,Large (>500 employees),Contract,0.57,Low,High
2010,Salesforce Administrator,78089,Education,Chicago,Mid,Low,"AI, Research",408,No,5.4,Medium (50-500 employees),Internship,0.71,High,High
2022,Salesforce Developer,60541,Retail,Boston,Mid,Low,"Python, ML, AI",350,No,18.5,Medium (50-500 employees),Internship,0.17,Low,Low
2011,Data Scientist,136200,Education,Miami,Mid,High,"AI, Research",459,No,21.1,Large (>500 employees),Internship,0.55,High,High
2017,Salesforce Developer,62087,Retail,Chicago,Senior,Low,"AI, Research",367,Hybrid,11.1,Large (>500 employees),Full-time,0.11,High,Medium
2024,Data Scientist,149614,Research,Chicago,Junior,Low,"Python, SQL, Stats",253,No,11.6,Medium (50-500 employees),Internship,0.62,Medium,Low
2019,Salesforce Administrator,91705,Research,Austin,Senior,Medium,"Python, ML, AI",170,No,23.6,Small (<50 employees),Contract,0.2,Low,Medium
2013,ML Engineer,89727,Research,Boston,Junior,Medium,"AI, Research, TensorFlow, PyTorch",445,No,18.4,Small (<50 employees),Contract,0.73,High,Low
2012,Salesforce Developer,129734,Healthcare,Houston,Mid,High,"AI, Research",478,Yes,20.1,Large (>500 employees),Full-time,0.83,High,Medium
2019,Salesforce Consultant,84056,Retail,Miami,Senior,Medium,"Python, SQL, Stats",450,No,6.3,Medium (50-500 employees),Internship,0.43,High,Medium
2020,AI Engineer,110680,Research,Seattle,Junior,Low,"AI, Research, TensorFlow, PyTorch",454,No,18.1,Large (>500 employees),Part-time,0.33,High,Medium
2015,Salesforce Consultant,73301,Retail,Boston,Senior,High,"AI, Research",302,No,8.7,Small (<50 employees),Part-time,0.85,High,Low
2018,Data Scientist,96925,Finance,Chicago,Mid,High,"Sales, CRM",151,Hybrid,19.3,Medium (50-500 employees),Contract,0.74,Low,Medium
2018,ML Engineer,114979,Education,Boston,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",328,No,24.6,Medium (50-500 employees),Internship,0.36,Medium,High
2022,AI Engineer,90336,Technology,Austin,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",215,No,3.1,Small (<50 employees),Part-time,0.74,High,Medium
2019,Salesforce Developer,129209,Manufacturing,Austin,Mid,Low,"AI, Research",68,No,20.4,Small (<50 employees),Full-time,0.18,Medium,Medium
2014,Salesforce Developer,132182,Retail,Houston,Junior,Medium,"Python, ML, AI",139,No,8.9,Large (>500 employees),Full-time,0.3,High,High
2024,AI Researcher,101759,Healthcare,Seattle,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",335,No,3.2,Large (>500 employees),Internship,0.41,Medium,Low
2014,Data Scientist,104440,Technology,Chicago,Senior,Low,"Python, SQL, Stats",109,No,2.1,Medium (50-500 employees),Contract,0.6,Low,Medium
2024,DL Engineer,134613,Retail,Boston,Mid,High,"AI, Research, TensorFlow, PyTorch",148,Hybrid,22.9,Small (<50 employees),Part-time,0.62,Medium,Medium
2024,Data Scientist,91675,Research,Houston,Senior,Medium,"Sales, CRM",331,No,24.8,Medium (50-500 employees),Part-time,0.6,Medium,High
2022,Salesforce Administrator,147286,Manufacturing,New York,Junior,Low,"Python, ML, AI",177,No,6.0,Medium (50-500 employees),Internship,0.12,High,High
2022,Data Scientist,102330,Education,Chicago,Junior,High,"AI, Research",413,No,11.0,Large (>500 employees),Full-time,0.58,High,High
2016,AI Researcher,84062,Manufacturing,Austin,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",465,Yes,2.5,Small (<50 employees),Full-time,0.7,Medium,Medium
2013,DL Engineer,148323,Education,Houston,Junior,High,"Python, SQL, Stats, TensorFlow, PyTorch",189,Hybrid,15.8,Small (<50 employees),Part-time,0.25,Medium,High
2021,AI Researcher,89165,Technology,Chicago,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",96,Hybrid,5.6,Medium (50-500 employees),Contract,0.26,Medium,High
2010,AI Researcher,93796,Finance,Seattle,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",178,Yes,2.8,Medium (50-500 employees),Full-time,0.76,High,Medium
2016,AI Researcher,100617,Research,Chicago,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",278,No,21.5,Small (<50 employees),Full-time,0.66,Medium,Medium
2020,DL Engineer,72999,Technology,Houston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",134,Hybrid,17.2,Large (>500 employees),Full-time,0.77,Medium,High
2017,Data Scientist,100702,Technology,Houston,Senior,High,"AI, Research",255,Yes,24.4,Large (>500 employees),Full-time,0.48,Medium,High
2022,AI Researcher,65407,Manufacturing,Seattle,Junior,High,"Sales, CRM, TensorFlow, PyTorch",446,No,7.1,Medium (50-500 employees),Full-time,1.0,High,High
2012,Salesforce Administrator,64779,Finance,New York,Senior,Medium,"Python, SQL, Stats",372,Hybrid,18.9,Small (<50 employees),Internship,0.36,Medium,Medium
2021,AI Researcher,79170,Retail,Chicago,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",182,Yes,9.1,Small (<50 employees),Internship,0.54,Low,Medium
2019,Data Scientist,65670,Technology,Seattle,Senior,Medium,"Python, ML, AI",305,No,5.8,Medium (50-500 employees),Internship,0.4,High,High
2020,AI Engineer,149031,Technology,San Jose,Mid,High,"Sales, CRM, TensorFlow, PyTorch",142,Hybrid,23.7,Large (>500 employees),Full-time,0.79,Low,Medium
2018,Data Scientist,120163,Healthcare,Miami,Senior,Medium,"Sales, CRM",415,Hybrid,18.2,Small (<50 employees),Part-time,0.13,High,Low
2022,AI Researcher,92780,Retail,Boston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",260,Yes,24.6,Small (<50 employees),Contract,0.3,High,High
2013,Salesforce Developer,66569,Healthcare,Miami,Senior,Low,"Python, ML, AI",195,No,24.7,Large (>500 employees),Contract,0.27,High,High
2016,AI Researcher,91855,Technology,Seattle,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",214,Hybrid,14.2,Medium (50-500 employees),Part-time,0.76,Medium,High
2016,Data Scientist,71441,Technology,Miami,Mid,High,"AI, Research",226,No,13.8,Small (<50 employees),Full-time,0.7,Medium,Medium
2017,ML Engineer,114690,Technology,Seattle,Mid,High,"AI, Research, TensorFlow, PyTorch",283,No,13.4,Small (<50 employees),Internship,0.62,Low,High
2011,Salesforce Administrator,63406,Finance,Austin,Mid,High,"Python, ML, AI",270,No,24.7,Large (>500 employees),Part-time,0.13,High,Medium
2010,Salesforce Administrator,78283,Technology,Chicago,Mid,Medium,"AI, Research",413,No,4.8,Medium (50-500 employees),Internship,0.61,Low,Medium
2017,AI Researcher,104349,Finance,Boston,Junior,Medium,"AI, Research, TensorFlow, PyTorch",89,Hybrid,21.5,Small (<50 employees),Part-time,0.44,Medium,Low
2017,Data Scientist,147846,Healthcare,San Francisco,Senior,High,"AI, Research",106,No,14.8,Small (<50 employees),Internship,0.59,Medium,Medium
2010,AI Researcher,110424,Manufacturing,Boston,Senior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",64,No,13.9,Large (>500 employees),Contract,0.15,High,Low
2018,AI Engineer,80661,Education,Boston,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",168,Yes,23.9,Medium (50-500 employees),Full-time,0.75,High,Low
2010,Data Scientist,148491,Finance,Houston,Senior,Medium,"Sales, CRM",455,Hybrid,19.9,Medium (50-500 employees),Contract,0.77,High,Medium
2011,Data Scientist,84880,Manufacturing,Chicago,Mid,Low,"Python, SQL, Stats",324,Hybrid,11.6,Large (>500 employees),Internship,0.69,High,High
2014,Salesforce Consultant,101033,Technology,New York,Senior,High,"Python, SQL, Stats",62,Yes,5.0,Large (>500 employees),Internship,0.75,High,Medium
2024,DL Engineer,60857,Research,New York,Mid,High,"AI, Research, TensorFlow, PyTorch",338,No,1.7,Medium (50-500 employees),Full-time,0.42,High,Low
2017,AI Researcher,78842,Retail,San Francisco,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",468,Yes,6.1,Medium (50-500 employees),Part-time,0.78,Medium,Low
2017,AI Researcher,102446,Finance,Houston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",126,No,1.2,Medium (50-500 employees),Internship,0.73,Medium,Medium
2024,AI Researcher,103965,Research,Chicago,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",185,Yes,3.3,Large (>500 employees),Full-time,0.8,Medium,Medium
2020,AI Researcher,66609,Manufacturing,Miami,Senior,Low,"AI, Research, TensorFlow, PyTorch",340,Hybrid,20.2,Small (<50 employees),Contract,0.73,Medium,Medium
2012,ML Engineer,118388,Finance,Seattle,Mid,High,"Sales, CRM, TensorFlow, PyTorch",369,Hybrid,3.3,Large (>500 employees),Part-time,0.36,High,Medium
2020,Data Scientist,117841,Healthcare,Chicago,Senior,Low,"AI, Research",318,Hybrid,5.6,Large (>500 employees),Internship,0.27,High,Medium
2019,Salesforce Administrator,117316,Finance,New York,Mid,High,"Python, ML, AI",488,No,9.4,Medium (50-500 employees),Part-time,0.99,High,Medium
2020,DL Engineer,64449,Technology,Houston,Senior,High,"Python, ML, AI, TensorFlow, PyTorch",76,Hybrid,8.3,Medium (50-500 employees),Part-time,0.42,Medium,Medium
2018,Data Scientist,68445,Manufacturing,Miami,Senior,Medium,"Sales, CRM",64,Hybrid,1.0,Medium (50-500 employees),Contract,0.16,High,Low
2020,Data Scientist,133259,Research,Chicago,Senior,Low,"Sales, CRM",146,No,24.8,Small (<50 employees),Contract,0.12,High,Medium
2022,AI Researcher,138280,Education,San Jose,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",164,No,8.1,Small (<50 employees),Part-time,0.63,High,Low
2013,Salesforce Consultant,118326,Retail,Seattle,Mid,Low,"AI, Research",350,No,7.7,Large (>500 employees),Internship,0.55,Medium,Medium
2022,Data Scientist,142041,Education,Austin,Junior,Low,"Python, ML, AI",390,Yes,8.6,Medium (50-500 employees),Contract,0.36,High,High
2015,Data Scientist,131779,Technology,Chicago,Mid,High,"Sales, CRM",488,No,21.8,Large (>500 employees),Full-time,0.84,Medium,Medium
2015,Data Scientist,148472,Research,Seattle,Mid,High,"Python, SQL, Stats",88,Yes,5.2,Large (>500 employees),Full-time,0.24,Medium,High
2018,ML Engineer,95698,Finance,Chicago,Mid,Low,"AI, Research, TensorFlow, PyTorch",255,Yes,1.5,Large (>500 employees),Internship,0.81,Low,High
2016,ML Engineer,77340,Technology,San Jose,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",324,Yes,3.4,Small (<50 employees),Part-time,0.9,Low,Low
2019,Salesforce Administrator,70001,Healthcare,San Jose,Senior,Low,"Sales, CRM",127,Yes,12.4,Small (<50 employees),Contract,0.9,Low,Medium
2023,AI Researcher,84883,Technology,New York,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",252,Hybrid,17.7,Small (<50 employees),Internship,0.6,Medium,High
2017,AI Researcher,100675,Finance,Miami,Mid,Low,"AI, Research, TensorFlow, PyTorch",193,No,5.6,Medium (50-500 employees),Part-time,0.54,Medium,High
2020,AI Researcher,145583,Research,Houston,Senior,High,"AI, Research, TensorFlow, PyTorch",182,Hybrid,2.5,Large (>500 employees),Contract,0.3,Medium,Medium
2012,AI Engineer,84610,Manufacturing,San Jose,Senior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",172,No,11.2,Medium (50-500 employees),Contract,0.91,High,High
2017,Salesforce Administrator,129820,Finance,San Jose,Junior,Medium,"Sales, CRM",495,No,12.4,Small (<50 employees),Full-time,0.58,Medium,Medium
2014,Salesforce Consultant,89202,Technology,Houston,Junior,Low,"AI, Research",363,Yes,16.5,Large (>500 employees),Contract,0.98,High,Medium
2020,Salesforce Developer,102730,Finance,Houston,Mid,Medium,"Sales, CRM",461,No,20.5,Small (<50 employees),Contract,0.99,High,Medium
2010,DL Engineer,70018,Finance,Chicago,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",157,No,6.3,Small (<50 employees),Contract,0.82,High,Low
2017,ML Engineer,126115,Healthcare,New York,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",148,Hybrid,12.2,Small (<50 employees),Contract,0.28,Medium,Medium
2023,AI Researcher,80525,Healthcare,Austin,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",205,Yes,1.3,Medium (50-500 employees),Part-time,0.17,Medium,Low
2010,Data Scientist,112829,Manufacturing,Seattle,Junior,Low,"Python, ML, AI",253,Yes,17.9,Medium (50-500 employees),Part-time,0.32,Medium,Medium
2021,AI Engineer,78402,Technology,San Jose,Senior,Low,"AI, Research, TensorFlow, PyTorch",386,Yes,22.8,Large (>500 employees),Internship,0.17,Medium,Medium
